timestamp,brightness,contrast,blur,entropy
2025-06-09 21:03:53,109.24,45.27,81.0,7.35
2025-06-09 21:03:53,105.41,49.09,87.07,7.35
2025-06-09 21:03:53,106.2,50.44,99.55,7.3
2025-06-09 21:03:53,105.92,50.69,97.11,7.33
2025-06-09 21:03:53,108.33,51.81,97.04,7.43
2025-06-09 21:03:53,106.87,48.64,90.18,7.26
2025-06-09 21:03:53,107.67,49.06,80.97,7.28
2025-06-09 21:03:53,109.41,51.07,70.85,7.29
2025-06-09 21:03:53,102.72,50.82,65.0,7.09
2025-06-09 21:03:53,105.16,50.28,79.69,6.7
2025-06-09 21:03:53,106.34,47.61,85.18,6.66
2025-06-09 21:03:53,107.73,48.21,87.95,6.71
2025-06-09 21:03:53,107.93,48.56,89.56,6.73
2025-06-09 21:03:54,108.0,48.96,89.18,6.78
2025-06-09 21:03:54,107.72,49.83,90.56,6.81
2025-06-09 21:03:54,107.54,50.04,89.16,6.77
2025-06-09 21:03:54,107.2,50.01,86.24,6.72
2025-06-09 21:03:54,107.59,49.8,86.93,6.69
2025-06-09 21:03:54,108.07,49.83,88.33,6.67
2025-06-09 21:03:54,107.62,49.99,87.01,6.68
2025-06-09 21:03:54,107.76,49.94,86.67,6.67
2025-06-09 21:03:54,107.55,50.15,85.94,6.67
2025-06-09 21:03:54,107.4,50.21,86.07,6.69
2025-06-09 21:03:54,107.29,50.6,85.83,6.73
2025-06-09 21:03:54,106.55,50.86,87.27,6.75
2025-06-09 21:03:54,106.38,52.05,86.99,6.83
2025-06-09 21:03:54,106.71,52.38,85.83,6.88
2025-06-09 21:03:54,105.51,53.76,85.77,6.93
2025-06-09 21:03:54,105.46,54.06,85.12,6.93
2025-06-09 21:03:54,105.22,53.59,85.64,6.93
2025-06-09 21:03:54,105.68,53.67,83.92,6.93
2025-06-09 21:03:55,104.94,53.97,82.35,6.91
2025-06-09 21:03:55,104.26,55.19,84.0,6.95
2025-06-09 21:03:55,104.62,55.16,83.31,6.93
2025-06-09 21:03:55,102.02,55.92,84.83,6.91
2025-06-09 21:03:55,102.07,55.59,87.07,6.85
